trip,date_scrapped,start_time,end_time,duration_sec,total_months,status,errors_count,errors,url
BRU_EZE,2025-07-04,2025-07-04T13:00:05.836038,2025-07-04T13:02:25.349853,139.51,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    24 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARodagwIAxIIL20vMDE3N3pyDQgCEgkvbS8wMWx5NW1AAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
EZE_BRU,2025-07-04,2025-07-04T13:02:25.350366,2025-07-04T13:03:02.129377,36.78,12,failure,3,"[{""phase"": ""click_departure_date"", ""error"": ""Locator.wait_for: Timeout 5000ms exceeded.\nCall log:\n  - waiting for locator(\""input[aria-label=\\\""Departure\\\""]\"").nth(1) to be visible\n""}, {""phase"": ""second_click_departure WORKING"", ""error"": ""none""}, {""phase"": ""init_or_main_loop"", ""error"": ""Locator.wait_for: Timeout 5000ms exceeded.\nCall log:\n  - waiting for locator(\""input[aria-label=\\\""Departure\\\""]\"").nth(1) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARodag0IAhIJL20vMDFseTVtcgwIAxIIL20vMDE3N3pAAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
BRU_GRU,2025-07-04,2025-07-04T13:03:02.129937,2025-07-04T13:05:16.331813,134.2,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARodagwIAxIIL20vMDE3N3pyDQgDEgkvbS8wMjJwZm1AAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
GRU_BRU,2025-07-04,2025-07-04T13:05:16.332350,2025-07-04T13:06:17.048136,60.72,12,failure,3,"[{""phase"": ""click_departure_date"", ""error"": ""Locator.wait_for: Timeout 5000ms exceeded.\nCall log:\n  - waiting for locator(\""input[aria-label=\\\""Departure\\\""]\"").nth(1) to be visible\n""}, {""phase"": ""second_click_departure_date"", ""error"": ""Locator.wait_for: Timeout 5000ms exceeded.\nCall log:\n  - waiting for locator(\""input[aria-label=\\\""Departure\\\""]\"").nth(1) to be visible\n""}, {""phase"": ""init_or_main_loop"", ""error"": ""Locator.wait_for: Timeout 5000ms exceeded.\nCall log:\n  - waiting for locator(\""input[aria-label=\\\""Departure\\\""]\"").nth(1) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARodag0IAxIJL20vMDIycGZtcgwIAxIIL20vMDE3N3pAAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
BRU_NRT,2025-07-04,2025-07-04T13:06:17.048646,2025-07-04T13:08:32.562494,135.51,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    24 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8wN2Rma0ABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
NRT_BRU,2025-07-04,2025-07-04T13:08:32.564745,2025-07-04T13:10:42.323473,129.76,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDdkZmtyDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
BRU_HAV,2025-07-04,2025-07-04T13:10:42.324718,2025-07-04T13:12:50.705328,128.38,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8wZDZobkABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
HAV_BRU,2025-07-04,2025-07-04T13:12:50.705921,2025-07-04T13:15:02.300506,131.59,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMGQ2aG5yDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
BRU_ICN,2025-07-04,2025-07-04T13:15:02.301239,2025-07-04T13:17:10.478600,128.18,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8waHNxZkABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
ICN_BRU,2025-07-04,2025-07-04T13:17:10.479573,2025-07-04T13:19:20.953472,130.47,12,success,2,"[{""phase"": ""monthly_loop"", ""month_index"": 9, ""error"": ""Page.wait_for_selector: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""[aria-label=\\\""Next\\\""]\"") to be visible\n    25 × locator resolved to hidden <button tabindex=\""-1\"" jsname=\""KpyLEe\"" aria-label=\""Next\"" jscontroller=\""soHxf\"" data-idom-class=\""b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" class=\""VfPpkd-LgbsSe VfPpkd-LgbsSe-OWXEXe-MV7yeb VfPpkd-LgbsSe-OWXEXe-Bz112c-M1Soyc VfPpkd-LgbsSe-OWXEXe-dgl2Hf b9hyVd MQas1c LQeN7 qhgRYc CoZ57 CtwNgb HhfOU a2rVxf\"" jsaction=\""click:cOuCgd(preventDefault=true); mousedown:UX7yZ; mouseup:lbsD7e; mouseenter:tfO1Yc; mouseleave:JywGue; touchstart:p6p2H; touchmove:FwuNnf; touchend:yfqBxc; touchcancel:JMtRjd; foc…>…</button>\n""}, {""phase"": ""monthly_loop"", ""month_index"": 11, ""error"": ""Locator.wait_for: Timeout 10000ms exceeded.\nCall log:\n  - waiting for locator(\""div[jsname=\\\""Mgvhmd\\\""]\"").nth(11) to be visible\n""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMGhzcWZyDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
