trip,date_scrapped,start_time,end_time,duration_sec,total_months,status,errors_count,errors,url
ORD_NRT,2025-07-02,2025-07-04T10:02:04.273110,2025-07-04T10:03:09.002030,64.73,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_ORD_NRT_XxX_11_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_ORD_NRT_XxX_11_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/ORD_NRT/
ORD_CDG,2025-07-02,2025-07-04T10:03:10.756935,2025-07-04T10:04:19.145884,68.39,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_ORD_CDG_XxX_07_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_ORD_CDG_XxX_07_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/ORD_CDG/
LAX_SIN,2025-07-02,2025-07-04T10:04:20.214727,2025-07-04T10:05:13.140024,52.93,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_LAX_SIN_XxX_08_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_LAX_SIN_XxX_08_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/LAX_SIN/
MEX_YYZ,2025-07-02,2025-07-04T10:05:14.289856,2025-07-04T10:06:17.954307,63.67,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_MEX_YYZ_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_MEX_YYZ_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/MEX_YYZ/
MEX_MAD,2025-07-02,2025-07-04T10:06:18.949765,2025-07-04T10:07:31.174707,72.23,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_MEX_MAD_XxX_12_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_MEX_MAD_XxX_12_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/MEX_MAD/
CDG_NRT,2025-07-02,2025-07-04T10:07:32.456304,2025-07-04T10:08:47.730806,75.28,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_CDG_NRT_XxX_11_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_CDG_NRT_XxX_11_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/CDG_NRT/
PTY_EZE,2025-07-02,2025-07-04T10:08:48.965599,2025-07-04T10:09:57.605368,68.64,11,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/PTY_EZE/
BRU_AKL,2025-07-02,2025-07-04T10:09:58.780182,2025-07-04T10:11:06.402931,67.62,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_BRU_AKL_XxX_07_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_BRU_AKL_XxX_07_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/BRU_AKL/
BRU_EZE,2025-07-02,2025-07-04T10:11:07.600938,2025-07-04T10:12:15.084854,67.48,11,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/BRU_EZE/
SIN_SFO,2025-07-02,2025-07-04T10:12:16.261520,2025-07-04T10:13:27.332141,71.07,11,failure,1,"[{""file_name"": ""2025-07-02_XxX_SIN_SFO_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-07-02_XxX_SIN_SFO_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-07-02/SIN_SFO/
