trip,date_scrapped,start_time,end_time,duration_sec,total_months,status,errors_count,errors,url
ORD_NRT,2025-06-30,2025-07-01T10:02:02.768717,2025-07-01T10:03:01.829403,59.06,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_ORD_NRT_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_ORD_NRT_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/ORD_NRT/
ORD_CDG,2025-06-30,2025-07-01T10:03:03.058637,2025-07-01T10:04:14.539301,71.48,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_ORD_CDG_XxX_07_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_ORD_CDG_XxX_07_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/ORD_CDG/
LAX_SIN,2025-06-30,2025-07-01T10:04:15.540931,2025-07-01T10:05:29.739044,74.2,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_LAX_SIN_XxX_08_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_LAX_SIN_XxX_08_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/LAX_SIN/
MEX_YYZ,2025-06-30,2025-07-01T10:05:30.737695,2025-07-01T10:06:45.873973,75.14,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_MEX_YYZ_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_MEX_YYZ_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/MEX_YYZ/
MEX_MAD,2025-06-30,2025-07-01T10:06:46.879918,2025-07-01T10:08:00.960959,74.08,12,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/MEX_MAD/
CDG_NRT,2025-06-30,2025-07-01T10:08:01.804387,2025-07-01T10:09:03.724254,61.92,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_CDG_NRT_XxX_11_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_CDG_NRT_XxX_11_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/CDG_NRT/
PTY_EZE,2025-06-30,2025-07-01T10:09:04.598799,2025-07-01T10:10:03.797381,59.2,12,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/PTY_EZE/
BRU_POM,2025-06-30,2025-07-01T10:10:04.404470,2025-07-01T10:11:14.599911,70.2,12,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/BRU_POM/
BRU_AKL,2025-06-30,2025-07-01T10:11:15.549571,2025-07-01T10:12:21.393233,65.84,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_BRU_AKL_XxX_06_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_BRU_AKL_XxX_06_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/BRU_AKL/
BRU_EZE,2025-06-30,2025-07-01T10:12:22.324962,2025-07-01T10:13:33.533236,71.21,12,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/BRU_EZE/
SIN_SFO,2025-06-30,2025-07-01T10:13:34.528528,2025-07-01T10:14:41.481565,66.95,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_SIN_SFO_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_SIN_SFO_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/SIN_SFO/
CDG_JFK,2025-06-30,2025-07-01T10:14:42.112459,2025-07-01T10:15:45.421654,63.31,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_CDG_JFK_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_CDG_JFK_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/CDG_JFK/
LHR_PEK,2025-06-30,2025-07-01T10:15:46.405096,2025-07-01T10:16:48.243413,61.84,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_LHR_PEK_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_LHR_PEK_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/LHR_PEK/
NRT_ORD,2025-06-30,2025-07-01T10:16:48.993414,2025-07-01T10:17:45.873434,56.88,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_NRT_ORD_XxX_09_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_NRT_ORD_XxX_09_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/NRT_ORD/
MAD_MEX,2025-06-30,2025-07-01T10:17:46.613258,2025-07-01T10:18:44.687627,58.07,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_MAD_MEX_XxX_11_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_MAD_MEX_XxX_11_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/MAD_MEX/
FRA_DXB,2025-06-30,2025-07-01T10:18:45.547948,2025-07-01T10:19:44.756765,59.21,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_FRA_DXB_XxX_11_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_FRA_DXB_XxX_11_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/FRA_DXB/
BRU_NOU,2025-06-30,2025-07-01T10:19:45.444700,2025-07-01T10:20:47.377680,61.93,12,success,0,[],/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/BRU_NOU/
HKG_LHR,2025-06-30,2025-07-01T10:20:48.293081,2025-07-01T10:21:56.453790,68.16,12,failure,1,"[{""file_name"": ""2025-06-30_XxX_HKG_LHR_XxX_10_2025.png"", ""dict_error"": {""cell_errors"": [], ""dataframe"": [""Dates non converted in 2025-06-30_XxX_HKG_LHR_XxX_10_2025.png""]}}]",/Users/focus_profond/GIT_repo/flight_price_tracker/Data/raw/screenshots/2025-06-30/HKG_LHR/
