trip,date_scrapped,start_time,end_time,duration_sec,total_months,status,errors_count,errors,url
BRU_EZE,2025-06-06,2025-06-06T11:15:07.072688,2025-06-06T11:16:57.431087,110.36,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARodagwIAxIIL20vMDE3N3pyDQgCEgkvbS8wMWx5NW1AAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
EZE_BRU,2025-06-06,2025-06-06T11:16:57.433599,2025-06-06T11:18:51.853141,114.42,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARodag0IAhIJL20vMDFseTVtcgwIAxIIL20vMDE3N3pAAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
BRU_GRU,2025-06-06,2025-06-06T11:18:51.853733,2025-06-06T11:20:37.334855,105.48,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARodagwIAxIIL20vMDE3N3pyDQgDEgkvbS8wMjJwZm1AAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
GRU_BRU,2025-06-06,2025-06-06T11:20:37.335494,2025-06-06T11:22:24.591773,107.26,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARodag0IAxIJL20vMDIycGZtcgwIAxIIL20vMDE3N3pAAUgBcAGCAQsI____________AZgBAg&tfu=KgIIAQ&curr=EUR
BRU_NRT,2025-06-06,2025-06-06T11:22:24.592317,2025-06-06T11:24:19.921981,115.33,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8wN2Rma0ABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
NRT_BRU,2025-06-06,2025-06-06T11:24:19.922525,2025-06-06T11:26:10.841444,110.92,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDdkZmtyDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
BRU_HAV,2025-06-06,2025-06-06T11:26:10.842060,2025-06-06T11:26:26.655250,15.81,12,failure,1,"[{""phase"": ""init_or_main_loop"", ""error"": ""[Errno 30] Read-only file system: 'debug_departure_input_fail.png'""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8wZDZobkABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
HAV_BRU,2025-06-06,2025-06-06T11:26:26.656042,2025-06-06T11:28:14.473412,107.82,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMGQ2aG5yDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
BRU_ICN,2025-06-06,2025-06-06T11:28:14.473989,2025-06-06T11:30:04.065196,109.59,12,success,0,[],https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMDE3N3pyDAgDEggvbS8waHNxZkABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
ICN_BRU,2025-06-06,2025-06-06T11:30:04.065779,2025-06-06T11:30:20.291695,16.23,12,failure,1,"[{""phase"": ""init_or_main_loop"", ""error"": ""[Errno 30] Read-only file system: 'debug_departure_input_fail.png'""}]",https://www.google.com/travel/flights?tfs=CBwQARocagwIAxIIL20vMGhzcWZyDAgDEggvbS8wMTc3ekABSAFwAYIBCwj___________8BmAEC&tfu=KgIIAQ&curr=EUR
